N�_INVENTARIO;TITULO;NOMBRE_AUTOR;FECHA_CREACION;FONDO;ANCHO;ALTO;TECNICA;TIPO;MATERIAL_BASE;MATERIAL_SECUNDARIO;TEMATICA;ESTADO_PATRIMONIAL;USUARIO;ALTA;VALOR_ADQUISICION
1002354;CRISTO RESUCITADO;ANONIMO;;50;80;150;;ESCULTURA;MADERA;OTROS;RELIGIOSA;Alta patrimonial;;COMPRAVENTA;21035.42
1002355;ECCE HOMO;ANONIMO;;0;0;144;;IMAGINERIA;MADERA;TEMPLE;RELIGIOSA;Alta patrimonial;;COMPRAVENTA;18030.36
1002356;CRUCIFICADO;ANONIMO;;0;0;0;;IMAGINERIA;MADERA;OTROS;;Alta patrimonial;;COMPRAVENTA;10818.22
1002357;CABEZA DE SANTO;ANONIMO;;21;19;37;;IMAGINERIA;MADERA;TEMPLE;RELIGIOSA;Alta patrimonial;;COMPRAVENTA;3005.06
1002358;TORSO;"SEIQUER, ELISA";;20.5;21.3;28;;ESCULTURA;MARMOL;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;4207.08
1002359;PAISAJE DE ALHAMA;"PEREZ MARTINEZ, AURELIO";01.01.1957;0;100;81;;PINTURA;TABLERO AGLOMERADO/CONTRACHAP.;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;2404.05
1002360;ARBOLES;"PEREZ MARTINEZ, AURELIO";01.01.1953;0;31;40;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;240.40
1002361;PAISAJE;"PEREZ MARTINEZ, AURELIO";;0;48;31.5;;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;841.42
1002362;RETRATO DE MUJER;"PEREZ MARTINEZ, AURELIO";01.01.1953;0;49;60;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;1953.29
1002363;SAINT-TROPEZ;"PEREZ MARTINEZ, AURELIO";01.01.1958;0;53.5;65;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;2103.54
1002364;CASAS;"PEREZ MARTINEZ, AURELIO";01.01.1955;0;58.5;74.5;;PINTURA;TABLEX;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;2103.54
1002365;PAISAJE HUERTANO;"PASCUAL, J.";;0;32.5;40.5;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;240.40
1002366;ALEGORIA DE LAS OBRAS PIAS DEL CARDENALA;"PASCUAL Y WALLS, JOSE";01.01.1850;0;215;271;;PINTURA;LIENZO;OLEO;ALEGORICA;Alta patrimonial;;COMPRAVENTA;9015.18
1002367;LA TABACOSA;"PASTOR, LUIS MANUEL";01.01.1895;0;43;53;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;4808.10
1002368;RETRATO DE NI�O;"PASTOR ORTEGA, JOSE MIGUEL";01.01.1893;0;38;46;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;4207.08
1002369;NOBLEZA Y LEALTAD;"PASTOR ORTEGA, JOSE MIGUEL";;0;50;65;;PINTURA;LIENZO;OLEO;ALEGORICA;Alta patrimonial;;COMPRAVENTA;5108.60
1002370;VENUS DE VELAZQUEZ;"PASTOR, J.";01.01.1981;0;65.5;41.5;;PINTURA;LIENZO;OLEO;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;360.61
1002371;RETRATO DE MUJER;"PASTOR, J.";;0;39;47;;PINTURA;TABLEX;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;300.51
1002372;CASA HUERTANA DEL MALECON;"PASTOR, J.";;0;64;54;;PINTURA;TABLEX;OLEO;PAISAJE;Adscrito patrimonial;SERVICIO MURCIANO DE SALUD;COMPRAVENTA;0.00
1002373;FANTASIA SOBRE MOTIVOS DE MURCIA;"PASTOR ORTEGA, JOSE MIGUEL";01.01.1890;0;190;99;;PINTURA;LIENZO;OLEO;ALEGORICA;Alta patrimonial;;COMPRAVENTA;7813.16
1002374;MELANCOLIA;"PASTOR ORTEGA, JOSE MIGUEL";01.01.1895;0;16;21.5;;PINTURA;MADERA;OLEO;GENERO;Alta patrimonial;;COMPRAVENTA;1803.04
1002375;HOMBRE ASOMADO A LA VENTANA;"PASTOR ORTEGA, JOSE MIGUEL";01.01.1894;0;16;21.5;;PINTURA;MADERA;OLEO;GENERO;Alta patrimonial;;COMPRAVENTA;1803.04
1002376;MUJERES EN EL MERCADO;"PASTOR, LUIS";;0;66;48;;PINTURA;TABLEX;LIENZO;GENERO;Alta patrimonial;;COMPRAVENTA;0.00
1002377;COMPOSICION SOBRE LA TORRE;"PASTOR, LUIS";01.01.1980;0;32;25;;PINTURA;OTROS;OTROS;BODEGON;Alta patrimonial;;COMPRAVENTA;540.91
1002378;PERSONAJE A CONTRALUZ;"BENEDI, OSCAR";01.01.1985;0;130;162;;PINTURA;LIENZO;ACRILICO;COMPOSICION;Adscrito patrimonial;SERVICIO MURCIANO DE SALUD;COMPRAVENTA;0.00
1002379;LA MUERTE SALE AL ENCUENTRO;"BLAYA, TERESA";;0;34;49;;DIBUJO;PAPEL;CARBONCILLO;SIMBOLICO;Alta patrimonial;;COMPRAVENTA;90.15
1002380;ANEMONA;"VIUDES, VICENTE";;0;100;100;;PINTURA;LIENZO;OLEO;GENERO;Alta patrimonial;;COMPRAVENTA;6010.12
1002382;PAISAJE DEL VALLE;"BONAFE, JUAN";01.01.1960;0;85;60;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;6611.13
1002383;EL VALLE;"BONAFE, JUAN";;0;110;75.5;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;9015.18
1002384;CORONA DE ESPINAS;"VIUDES, VICENTE";;0;100;100;;PINTURA;LIENZO;OLEO;GENERO;Alta patrimonial;;COMPRAVENTA;6010.12
1002385;PAISAJE MONTA�OSO;"BOVET, MATEO";;0;55;46;;PINTURA;LIENZO;OLEO;PAISAJE;Adscrito patrimonial;SERVICIO MURCIANO DE SALUD;COMPRAVENTA;0.00
1002386;ABSTRACCION;"BRULL, JAIME";;0;84;101;;PINTURA;PAPEL;OTROS;;Alta patrimonial;;COMPRAVENTA;751.27
1002387;AMANECER;MARTINEZ JADRAQUE;;0;46;27;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;90.15
1002388;PAISAJE RURAL;MARTINEZ LOZANO;;0;45.5;55;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;270.46
1002389;RETRATO OBISPO D. JUAN MATEO SALAMANCA;NAVARRO MU�OZ;;0;102;136;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;4808.10
1002390;GITANA CON CARACOLA;"NAVARRO, GABRIEL";01.01.1954;0;81;100;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;3005.06
1002391;MARINERO (TRETORNO);"NAVARRO, GABRIEL";01.01.1954;0;81;100;;PINTURA;LIENZO;OLEO;GENERO;Alta patrimonial;;COMPRAVENTA;3005.06
1002392;JOSE LEDESMA;"NICOLAS, ANTONIO";;0;72;100;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;601.01
1002393;PAISAJE;OBON BUJ;;0;75;49;;PINTURA;TABLEX;OLEO;PAISAJE;Adscrito patrimonial;SERVICIO MURCIANO DE SALUD;COMPRAVENTA;0.00
1002394;PAISAJE DE FLORES Y ARBOLES;"ORTEGA LOPEZ, ANTONIO";;0;61;46.9;;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;480.81
1002395;TRIGALES;"ORTEGA LOPEZ, ANTONIO";;0;63;48;;PINTURA;PAPEL;TEMPERA;PAISAJE;Alta patrimonial;;COMPRAVENTA;480.81
1002396;PAISAJE DE YECLA;"ORTU�O, JUAN";;0;65;54;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;150.25
1002397;RETRATO DE MUJER;"PALAO, M.";;0;38;46;;PINTURA;TABLEX;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;90.15
1002398;LOS SEGADORES;PAREDES;;0;0;0;;PINTURA;MADERA;;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;90.15
1002399;COMPOSICION;"PARDO, PEDRO";;0;34;32;;PINTURA;PAPEL;;;Alta patrimonial;;COMPRAVENTA;360.61
1002400;PAISAJE MARINO;"NAVARRO, GABRIEL";;0;30.5;24;;PINTURA;PAPEL;ACUARELA;MARINA;Alta patrimonial;;COMPRAVENTA;450.76
1002401;ECCE HOMO;"ESTEBAN NURILLO, BARTOLOME";;0;105;153;;PINTURA;LIENZO;OLEO;RELIGIOSA;Baja;;COMPRAVENTA;450759.08
1002402;PAISAJE MARITIMO;"PARRA, LEANDRO";;0;104;73.5;;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;781.32
1002403;CASTILLEJO DE MONTEAGUDO;"PARRA, LEANDRO";01.01.1979;0;32;23;;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;450.76
1002404;ARLEQUINES;"PARRAGA, JOSE MARIA";;0;32;50;;PINTURA;OTROS;TINTA;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;901.52
1002405;FIGURA;"PARRAGA, JOSE MARIA";;0;183;122;;PINTURA;TABLEX;OLEO;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;1953.29
1002406;FIGURA CON CARACOL;"PARRAGA, JOSE MARIA";01.01.1965;0;80;12.5;;PINTURA;TABLEX;OLEO;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;1502.53
1002407;MUJER;"PARRAGA, JOSE MARIA";;0;64.5;50.5;;PINTURA;MADERA;OTROS;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;2404.05
1002408;EVA CRUCIFICADA;"BARBERA ZAMORA, JUAN";01.01.1985;0;165;140;;PINTURA;LIENZO;OTROS;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;1803.04
1002409;VISTA DE RIO;"LORENTE, PEDRO";;0;32;25;;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;150.25
1002410;FRANCISCO GARCIA VILLALBA MOLIN 1934-35;"VALVERDE CANOVAS, MIGUEL";01.01.1975;0;81;100;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;1803.04
1002411;ALFONSO PALAZON CLEMARES 1932-34;"VALVERDE CANOVAS, MIGUEL";01.01.1975;0;81;100;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;1803.04
1002412;VISTA DE CALLE;"LORENTE, PEDRO";01.01.1986;0;21;31;;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;120.20
1002413;BODEGON;"LOZANO, JOSE ANTONIO";;0;52;62.5;;PINTURA;LIENZO;OLEO;BODEGON;Alta patrimonial;;COMPRAVENTA;901.52
1002414;DIONISIO ALCARAZ MAZON 1918-19 1946-49;"VALVERDE CANOVAS, MIGUEL";01.01.1975;0;81;100;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;1803.04
1002415;FIGURA SENTADA;"LUCAS, PEPE";01.01.1981;0;146;114;;PINTURA;LIENZO;OLEO;EXPRESIONISMO;Alta patrimonial;;COMPRAVENTA;1803.04
1002416;JOSE MAESTRE PEREZ;"VALVERDE CANOVAS, MIGUEL";01.01.1982;0;81;100;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;1803.04
1002417;CABEZA FEMENINA;"LUCAS, PEPE";01.01.1980;0;24;32;;PINTURA;PAPEL;ACUARELA;EXPRESIONISMO;Alta patrimonial;;COMPRAVENTA;751.27
1002418;TEODORO DANIO ALBA;"VALVERDE CANOVAS, MIGUEL";01.01.1978;0;81;100;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;1803.04
1002419;FIGURAS;"LUCAS, PEPE";01.01.1976;0;65;21.5;;PINTURA;PAPEL;ACUARELA;GENERO;Alta patrimonial;;COMPRAVENTA;360.61
1002420;JOSE LOSTAU GOMEZ DE MEMBRILLERA 1924-26;"VALVERDE CANOVAS, MIGUEL";01.01.1977;0;81;100;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;1803.04
1002421;COMPOSICION;LUIS MANUEL;01.01.1979;0;32;45;;PINTURA;PAPEL;TINTA;SIMBOLICO;Alta patrimonial;;COMPRAVENTA;150.25
1002422;JUDIO ALEJANDRINO;LUIS MANUEL;;0;38;48;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;90.15
1002423;OTO�O MURCIANO;"MARQUEZ HERNANDEZ, RAFAEL";01.01.1931;0;44;26.5;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;1202.02
1002424;RETRATO;"MARQUEZ HERNANDEZ, RAFAEL";;0;100;120;;PINTURA;LIENZO;OLEO;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;4207.08
1002425;PAISAJE CON ARBOLES;"MARTINEZ, JOSE RAMON";;0;29;37;;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;60.10
1002426;PAISAJE;MARTINEZ CANO;01.01.1975;0;92;65;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;360.61
1002427;DON QUIJOTE;"MARTINEZ F., ANGEL";;0;60;80;;PINTURA;LIENZO;OLEO;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;180.30
1002428;SAN PATRICIO DE LORCA;"IZMA, J.";;0;81;65;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;240.40
1002429;RETRATO DE MUJER;"VALVERDE CANOVAS, MIGUEL";01.01.1977;0;72;101;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;1803.04
1002430;BODEGON;"JARA NAVARRO, TRINIDAD";;0;45;37;;PINTURA;LIENZO;OLEO;BODEGON;Alta patrimonial;;COMPRAVENTA;120.20
1002431;MONTEAGUDO;"VALVERDE CANOVAS, MIGUEL";01.01.1959;0;59;77;;PINTURA;TABLEX;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;751.27
1002432;AMARILLO VERTICAL X;"JIMENEZ ASENSIO, JUAN";01.01.1985;0;200;200;;PINTURA;TELA;ACRILICO;;Alta patrimonial;;COMPRAVENTA;601.01
1002433;RETRATO;"VALVERDE CANOVAS, MIGUEL";01.01.1952;0;52.5;65;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;1652.78
1002434;COMPOSICION;"JIMENEZ ASENSIO, JUAN";;0;200;200;;PINTURA;LIENZO;OLEO;;Alta patrimonial;;COMPRAVENTA;751.27
1002435;INUNDACIONES DE LA HUERTA EN EL D�A DE..;"BALLESTER NAVARRO, MARIANO";01.01.1946;0;65;45;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;3906.58
1002436;MARINA;"JIRO, JOSE MARIA";01.01.1985;0;223;168.5;;PINTURA;LIENZO;ACRILICO;;Alta patrimonial;;COMPRAVENTA;2103.54
