N�_INVENTARIO;TITULO;NOMBRE_AUTOR;FECHA_CREACION;FONDO;ANCHO;ALTO;TECNICA;TIPO;MATERIAL_BASE;MATERIAL_SECUNDARIO;TEMATICA;ESTADO_PATRIMONIAL;USUARIO;ALTA;VALOR_ADQUISICION
1002493;CALLE;"SANCHEZ AZPARREN, J.L.";;0;99;80;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;901.52
1002494;MONASTERIO DE LAS CLARAS;"MU�OZ BARBERAN, MANUEL";01.01.1958;0;62;49;;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;901.52
1002495;PAISAJE URBANO;"MU�OZ BARBERAN, MANUEL";;0;100;81;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;3906.58
1002496;MA�ANA DEL VIERNES SANTO EN LA PLAZA DE;"MU�OZ BARBERAN, MANUEL";;0;92;64;;PINTURA;LIENZO;OLEO;GENERO;Alta patrimonial;;COMPRAVENTA;3606.07
1002497;LA CORNISA DEL RIO;"MU�OZ BARBERAN, MANUEL";01.01.1959;0;62;40.5;;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;901.52
1002498;PUESTO DE CHURROS;"MU�OZ BARBERAN, MANUEL";01.01.1967;0;129.5;98;;PINTURA;LIENZO;OLEO;GENERO;Alta patrimonial;;COMPRAVENTA;4357.34
1002499;CEMENTERIO;NAVARRETE;;0;65.5;80;;PINTURA;LIENZO;OLEO;PAISAJE;Adscrito patrimonial;AGENCIA TRIBUTARIA DE LA REGION DE;COMPRAVENTA;180.30
1002500;ESCUDO NACIONAL;J.H.;;0;27;33;;PINTURA;TINTA;OTROS;HERALDICA;Alta patrimonial;;COMPRAVENTA;150.25
1002501;CALLE DE PUEBLO;HERNANDEZ A.;;0;31;40;;PINTURA;OLEO;TABLEX;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;120.20
1002502;LAS PARRANDAS;"FLORES, PEDRO";;0;55;38;;PINTURA;OLEO;LIENZO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002503;ISABEL II;"HERNANDEZ AMORES, GERMAN";;0;148;228;;PINTURA;OLEO;LIENZO;RETRATO;Alta patrimonial;;COMPRAVENTA;24040.48
1002504;ENTIERRO DE LA SARDINA;"ARTIGAS GUILLAMON ,CARMEN";01.01.1985;0;54;45;;PINTURA;TABLEX;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;480.81
1002505;GITANA;"HERNANDEZ CARPE, ANTONIO";01.01.1949;0;37;52;;PINTURA;TABLEX;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;4507.59
1002506;LOS INOCENTES;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002507;BANDO DE LA HUERTA;"ARTIGAS GUILLAMON ,CARMEN";01.01.1985;0;54;45;;PINTURA;TABLEX;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;480.81
1002508;BARBERIA DE SAN JUAN;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002509;LOS CABALLOS DEL VINO;"ARTIGAS GUILLAMON ,CARMEN";01.01.1985;0;47;38;;PINTURA;TABLEX;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;360.61
1002510;VISTA DE CARTAGENA SUBMARINO PERAL;"ARTIGAS GUILLAMON ,CARMEN";01.01.1984;0;54;45;;PINTURA;TABLEX;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;480.81
1002511;EL ORGANILLERO;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002512;LOS MOLINEROS DEL MALECON;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002513;COMPOSICION;"HERNANDEZ CARPE, ANTONIO";01.01.1951;0;150;100;;PINTURA;LIENZO;OLEO;INTERIOR;Alta patrimonial;;COMPRAVENTA;9015.18
1002514;SAN BLAS EN SANTA EULALIA;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002515;JUMILLA VENDIMIA;"ARTIGAS GUILLAMON ,CARMEN";01.01.1985;0;54;45;;PINTURA;TABLEX;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;360.61
1002516;EL VENDEDOR DE NARANJAS;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002517;ANTIGUA DIPUTACION PROVINCIAL DE MURCIA;TOMAS. A.;01.01.1980;0;51;42;;PINTURA;MADERA;OTROS;PAISAJE;Alta patrimonial;;COMPRAVENTA;360.61
1002518;REUNION DE LOS ARTISTAS DE MI GENERACION;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002519;MARINA;"ARRIAGA, ESTEBAN";01.01.1978;0;116;81;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;180.30
1002520;PERSONAJES: A MIGUEL HERNANDEZ;"GRAU BERNARDO, CARMEN";01.01.1985;0;122;122;;PINTURA;TABLEX;ACRILICO;COMPOSICION;Alta patrimonial;;COMPRAVENTA;2404.05
1002521;TIRO DE PICH�N DE ESPINARDO;"TORRALBA, JESUALDO";10.10.1955;0;48;35;;PINTURA;TABLEX;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;180.30
1002522;EL MAR MENOR;"ARTIGAS GUILLAMON ,CARMEN";01.01.1985;0;54;45;;PINTURA;TABLEX;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;360.61
1002523;EL TRUQUE EN LA VERONICA;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002524;COMPOSICION;"GRAU, JAVIER";01.01.1981;0;225;150;;PINTURA;LIENZO;OLEO;;Alta patrimonial;;COMPRAVENTA;3606.07
1002525;DESFILES DE LORCA;"ARTIGAS GUILLAMON ,CARMEN";;0;54;45;;PINTURA;TABLEX;ACRILICO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;360.61
1002526;EL DESPERFOLLO;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002527;COMPOSICION (SUE�O);GONZALEZ DE LA ALEJA;01.01.1974;0;179;128;;PINTURA;LIENZO;OLEO;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;6010.12
1002528;LOS REYES EN UN PUEBLO DE LA HUERTA;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002530;VISTA DE PARIS;"MESEGUER ALCARAZ, ANTONIO";;0;37;46;;PINTURA;TABLEX;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;4507.59
1002531;NI�A DEL CABRITO;"MIRALLES, OBDULIO";01.01.1893;0;65.5;119;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;12020.24
1002532;MUJERES SENTADAS;"MOLINA SANCHEZ, JOSE ANTONIO";01.01.1980;0;41;28.5;;PINTURA;PAPEL;TINTA;GENERO;Alta patrimonial;;COMPRAVENTA;450.76
1002533;ANGELES MUSICOS;"MOLINA SANCHEZ, JOSE ANTONIO";01.01.2018;0;72;91;;PINTURA;LIENZO;OLEO;RELIGIOSA;Alta patrimonial;;COMPRAVENTA;3606.07
1002534;INTERIOR;"MORALES, SOFIA";;0;33;41;;PINTURA;TABLEX;OLEO;INTERIOR;Alta patrimonial;;COMPRAVENTA;2404.05
1002535;BODEGON;"MORALES, SOFIA";;0;28.5;39;;PINTURA;LIENZO;OLEO;BODEGON;Alta patrimonial;;COMPRAVENTA;2103.54
1002536;BODEGON;"MORENO SANDOVAL, CEFERINO";01.01.1956;0;65;54;;PINTURA;TABLEX;OLEO;BODEGON;Alta patrimonial;;COMPRAVENTA;1652.78
1002537;PAISAJE URBANO;"MU�OZ BARBERAN, MANUEL";;0;81;65;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;3606.07
1002539;JARDIN BOTANICO;"MU�OZ BARBERAN, MANUEL";;0;47;61;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;2103.54
1002540;REUNION DE NAZARENOS;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002541;EL ORO RESPLANDECE EN DRIENTE;"GARCIA SILVA, FRANCISCO";01.01.1983;0;114;145.5;;PINTURA;LIENZO;OLEO;;Alta patrimonial;;COMPRAVENTA;1051.77
1002542;LAGUNA;RUIZ GARCIA-TREJO;01.01.1968;0;77;60;;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;1081.82
1002543;CABALLERO LEYENDO;ANONIMO;;0;46;64;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;601.01
1002544;TEJADOS;RUIZ GARCIA-TREJO;01.01.1965;0;54;49;;PINTURA;PAPEL;TINTA;PAISAJE;Alta patrimonial;;COMPRAVENTA;240.40
1002545;LA DILIGENCIA EN STA.CATALINA 1897-1967;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002546;PLAZA DE LA MADELEINE;GARDALEZ;;0;73;50;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;180.30
1002547;PRESENTIMIENTO;ARANDA BOSCH;01.01.1985;0;394;110;;PINTURA;PAPEL;OTROS;COMPOSICION;Alta patrimonial;;COMPRAVENTA;961.62
1002548;COMPOSICION ABSTRACTA;"GARZA,RAMON";01.01.1980;0;99;72.5;;PINTURA;LIENZO;ACRILICO;;Alta patrimonial;;COMPRAVENTA;1202.02
1002549;HOMBRE CON PIPA;"GARZA,RAMON";01.01.1985;0;77;107;;PINTURA;OTROS;OLEO;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;1322.23
1002550;IGLESIA DE SAN ESTEBAN;"ARMAND RUIZ, L.";;0;16.5;22;;PINTURA;PAPEL;TINTA;PAISAJE;Adscrito patrimonial;SERVICIO MURCIANO DE SALUD;COMPRAVENTA;0.00
1002551;EL ENTIERRO DE LA SARDINA;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002552;MARINA;"GODINEZ, A.";;0;60;49;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;120.20
1002553;CASTILLO DE CARAVACA;"ARMAND RUIZ, L.";01.01.1975;0;22;17;;PINTURA;PAPEL;TINTA;PAISAJE;Adscrito patrimonial;SERVICIO MURCIANO DE SALUD;COMPRAVENTA;0.00
1002554;EL MERCADO VIEJO;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002555;INTERVALO;"GOMEZ, T.";01.01.1982;0;80;99;;PINTURA;LIENZO;OLEO;INTERIOR;Alta patrimonial;;COMPRAVENTA;480.81
1002556;ARBOLES;"GOMEZ CANO, ANTONIO";01.01.2029;0;26;41.5;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;3305.57
1002557;LAS CORRELATIVAS;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002558;CASAS;"GOMEZ CANO, ANTONIO";01.01.2029;0;65;50.5;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;6010.12
1002559;VISTA URBANA CON IGLESIA;"ARMI�ANA, VICENTE";01.01.1976;0;56;43;;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;240.40
1002561;CASERIO;TOMAS. A.;01.01.1972;0;37;45;;PINTURA;LIENZO;OLEO;PAISAJE;Adscrito patrimonial;SERVICIO MURCIANO DE SALUD;COMPRAVENTA;0.00
1002562;PORTICO;"ARMI�ANA, VICENTE";01.01.1976;0;62;49;;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;540.91
1002563;VISTA DE PARIS;"FLORES, PEDRO";;0;73.2;61;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;14424.29
1002564;ALEGORIA SOBRE JORNADAS DE FRUTOS Y RECU;SERNA PEDRO FRANCISCO;01.01.1981;0;29;38;;PINTURA;;;ALEGORICA;Alta patrimonial;;COMPRAVENTA;90.15
1002565;FIESTA SAN ANTON;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002566;LA MATANZA COTIDIANA DEL CERDO;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002567;MUJERES HABLANDO;"GARAY GARCIA, LUIS";;0;60.5;73;;PINTURA;LIENZO;OLEO;INTERIOR;Alta patrimonial;;COMPRAVENTA;8714.68
1002568;PAISAJE MARITIMO;"SERNA VERDU, PEDRO";;0;45.5;30.5;;PINTURA;PAPEL;TINTA;PAISAJE;Alta patrimonial;;COMPRAVENTA;360.61
1002569;BODEGON;"GARAY GARCIA, LUIS";;0;50;66;;PINTURA;LIENZO;OLEO;BODEGON;Alta patrimonial;;COMPRAVENTA;7212.15
1002570;MENDIGO;SERNA PEDRO FRANCISCO;01.01.1965;0;60;73;;PINTURA;LIENZO;OLEO;GENERO;Alta patrimonial;;COMPRAVENTA;961.62
1002571;CONVERSACION 1980;SERNA PEDRO FRANCISCO;01.01.1980;0;64;81;;PINTURA;LIENZO;ACRILICO;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;1051.77
1002572;VISTA DE BENICARLO;"GARCIA CALVO, JUAN";01.01.1943;0;58.5;46;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;1202.02
1002573;BODEGON DE CAZA;"GARCIA CALVO, JUAN";01.01.1952;0;65;47;;PINTURA;LIENZO;OLEO;BODEGON;Alta patrimonial;;COMPRAVENTA;1502.53
1002574;PAISAJE;"SZODY, L.";;0;35;27;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;150.25
1002575;BRAZO;"TAPIES, ANTONI";01.01.1986;0;90;63;;PINTURA;PAPEL;OTROS;COMPOSICION;Alta patrimonial;;COMPRAVENTA;6010.12
1002576;ANTO�ITA;"GARCIA FERNANDEZ, JOAQUIN";01.01.2028;0;31.5;43;;PINTURA;LIENZO;OLEO;RETRATO;Adscrito patrimonial;INSTITUTO DE FOMENTO DE LA REGION D;COMPRAVENTA;6010.12
1002577;LA MATANZA COTIDIANA DEL CORDERO;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002578;PAISAJE 1928;"GARCIA FERNANDEZ, JOAQUIN";01.01.2028;0;42;32;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;6010.12
1002579;LOS AUROROS;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002580;BATALLA;DE TOLEDO;;0;49;35;;PINTURA;LIENZO;OLEO;HISTORICO;Alta patrimonial;;COMPRAVENTA;24040.48
1002581;LA FUENTE DE SANTA ISABEL;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002582;MA�ANA DE NIEBLA;"GARCIA PANADERO, MANUEL";;0;65;50;;PINTURA;OTROS;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;1202.02
1002583;BATALLA;DE TOLEDO;;0;49;35;;PINTURA;LIENZO;OLEO;HISTORICO;Alta patrimonial;;COMPRAVENTA;24040.48
1002584;FABRICA;ANONIMO;;0;48;36;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;150.25
1002585;EL MERCADO DE ANIMALES;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002586;VIEJA;TOLEDO PUCHE;;0;64.5;80;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;240.40
1002587;JOSE IBA�EZ MARTIN 1926-1930;"FALGAS RIGAL, JOSE MARIA";01.01.1976;0;81;100;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;2103.54
1002588;PAISAJE;"SAURA MIRA, FULGENCIO";01.01.1977;0;60;80;;PINTURA;TABLEX;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;901.52
1002589;BODEGON CON FLORES Y FRUTOS;DESCONOCIDO;;0;46;55;;PINTURA;LIENZO;OLEO;BODEGON;Alta patrimonial;;COMPRAVENTA;300.51
1002590;"ALEDO, SIERRA DE TOTANA 1966";"SAURA MIRA, FULGENCIO";01.01.1966;0;40;31;;PINTURA;PAPEL;ACUARELA;PAISAJE;Adscrito patrimonial;SERVICIO MURCIANO DE SALUD;COMPRAVENTA;0.00
1002591;ANTONIO PASCUAL MURCIA 1931-1932;"FALGAS RIGAL, JOSE MARIA";;0;81;100;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;2103.54
1002592;ANGEL GUIRAO GIRADA 1930-1931;"FALGAS RIGAL, JOSE MARIA";01.01.1975;0;81;100;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;2103.54
1002593;PAISAJE;"SEGURA CLEMENTE, MANUEL";01.01.1953;0;93;65;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;841.42
1002594;PAISAJE DE LA ALHAMBRA;OLIVARES. J;;0;41;62;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;901.52
1002595;MARIANO GIRADA;"FALGAS RIGAL, JOSE MARIA";01.01.1978;0;81;100;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;2103.54
1002596;DIONISIO ALCAZAR GNZLEZ ZAMORANO 05/07;"FALGAS RIGAL, JOSE MARIA";01.01.1977;0;81;100;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;2103.54
1002597;PUESTO DE DATILES;"FALGAS RIGAL, JOSE MARIA";;0;25;20;;PINTURA;PAPEL;ACUARELA;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;300.51
1002598;SAN FRANCISCO DE ASIS;ANONIMO;;0;110;11165;;PINTURA;LIENZO;OLEO;RELIGIOSA;Alta patrimonial;;COMPRAVENTA;4207.08
1002599;JARRAS DE BARRO;"FALGAS RIGAL, JOSE MARIA";;0;63;45;;PINTURA;LIENZO;OLEO;BODEGON;Adscrito patrimonial;SERVICIO MURCIANO DE SALUD;COMPRAVENTA;0.00
1002600;RETRATO DE LA REINA SOFIA;"FALGAS RIGAL, JOSE MARIA";;0;31;43.5;;PINTURA;PAPEL;ACUARELA;RETRATO;Alta patrimonial;;COMPRAVENTA;360.61
1002601;TENTACIONES DE SAN FRANCISCO DE BORJA;ANONIMO;;0;84;122;;PINTURA;MADERA;OLEO;RELIGIOSA;Alta patrimonial;;COMPRAVENTA;450.76
1002602;LA FUENSANTA;"SAURA PACHECO, FULGENCIO";;0;61;51;;PINTURA;PAPEL;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;300.51
1002603;PROCESION;"FALGAS RIGAL, JOSE MARIA";;0;21;26;;PINTURA;OTROS;ACUARELA;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;300.51
1002604;PAISAJE DE LA LUZ;"FALGAS RIGAL, JOSE MARIA";;0;65;53.5;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;1352.28
1002605;BUSCANDO LA NOCHE;FAVA;;0;65;54;;PINTURA;LIENZO;OLEO;;Alta patrimonial;;COMPRAVENTA;180.30
1002606;BODEGON;"FITZ-JAMES STUART, CAYETANA";;0;70;49;;PINTURA;PAPEL;ACUARELA;;Alta patrimonial;;COMPRAVENTA;450.76
1002607;SAGRADA FAMILIA;"FLORES, PEDRO";;0;64.5;59.5;;PINTURA;LIENZO;OLEO;RELIGIOSA;Alta patrimonial;;COMPRAVENTA;15025.30
1002608;PUEBLO;"FLORES, PEDRO";;0;45.5;37.5;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;7813.16
1002609;POLLUELOS;"SEIQUER, ALEJANDRO";01.01.2015;0;49.5;63;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;15025.30
1002610;VISTA DE PARIS;"FLORES, PEDRO";;0;60;50;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;12621.25
1002611;MOLINILLO;"GALINDO, JOSE LUIS";;0;54;72;;PINTURA;LIENZO;OLEO;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;1051.77
1002612;BODEGON;"GARCIA CARMONA, MIGUEL";;0;90;72;;PINTURA;LIENZO;OLEO;BODEGON;Alta patrimonial;;COMPRAVENTA;450.76
1002613;ADORACION DE LOS PASTORES;SENEN VILA;01.01.1690;0;44.3;54.5;;PINTURA;LIENZO;OLEO;RELIGIOSA;Alta patrimonial;;COMPRAVENTA;18030.36
1002614;PAISAJE;"GALIZA, RAMON";;0;32;45;;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;180.30
1002615;NAZARENO;GALLEGO;;0;37;64;;PINTURA;PAPEL;TINTA;RELIGIOSA;Alta patrimonial;;COMPRAVENTA;90.15
1002616;REGATAS;DESCONOCIDO;;0;38;45;;PINTURA;TABLEX;OLEO;MARINA;Alta patrimonial;;COMPRAVENTA;90.15
1002617;VIEJO AMIGO PINTOR ROMANO;"ESCORIAL, CARMEN";01.01.1965;0;240;98.5;;PINTURA;LIENZO;OLEO;EXPRESIONISMO;Alta patrimonial;;COMPRAVENTA;2253.80
1002618;SANTOS COSME Y DAMIAN;SENEN VILA;;0;101.5;76;;PINTURA;LIENZO;OLEO;RELIGIOSA;Cedido patrimonial;;COMPRAVENTA;21035.42
1002619;VIEJO DEL BARRIO DE SAN JUAN;"GARAY GARCIA, LUIS";01.01.1964;0;48;71;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;7212.15
1002620;PAISAJE RURAL;DESCONOCIDO;;0;34;43;;PINTURA;PAPEL;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;180.30
1002621;VICENTE PEREZ CALLEJA 1896-1897;"FALGAS RIGAL, JOSE MARIA";01.01.1978;0;81;100;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;2103.54
1002622;LUIS CARRASCO GOMEZ 1940-1945;"FALGAS RIGAL, JOSE MARIA";01.01.1975;0;81;100;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;2103.54
1002623;AGUST�N VIRGILI QUINTANILLA 1949-1958;"FALGAS RIGAL, JOSE MARIA";01.01.1975;0;81;100;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;2103.54
1002624;VISPERAS SICILIANAS;"RUIPEREZ, LUIS";;0;95;61.5;;PINTURA;LIENZO;OLEO;GENERO;Alta patrimonial;;COMPRAVENTA;9015.18
1002625;CARLOS COLLADO;"FALGAS RIGAL, JOSE MARIA";;0;81;100;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;2103.54
1002626;VICENTE LL�VERA CODORN�U 1914-1917;"FALGAS RIGAL, JOSE MARIA";;0;81;100;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;2103.54
1002627;HOMENAJE AL SSR. LEDESMA Y SERRA;"SANCHEZ PICAZO, PEDRO";01.01.2025;0;42.5;52.5;;PINTURA;LIENZO;OLEO;GENERO;Alta patrimonial;;COMPRAVENTA;6611.13
1002628;FRANCISCO MILLAN MUNUERA 1939-1940;"FALGAS RIGAL, JOSE MARIA";01.01.1978;0;81;100;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;2103.54
1002629;AGUST�N ESCRIBANO GUIXE 1919-1923;"FALGAS RIGAL, JOSE MARIA";01.01.1976;0;81;100;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;2103.54
1002630;FLORES;"SANCHEZ PICAZO, PEDRO";01.01.1941;0;109.5;80;;PINTURA;LIENZO;OLEO;BODEGON;Alta patrimonial;;COMPRAVENTA;7212.15
1002631;LUIS PARDO FERNANDEZ;"FALGAS RIGAL, JOSE MARIA";01.01.1977;0;81;100;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;2103.54
1002632;PASTORA;"SANZ FARGAS, J.";01.01.1894;0;79;166;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;10818.22
1002633;ANTONIO CLEMARES VALERO 1917-1918;"FALGAS RIGAL, JOSE MARIA";01.01.1977;0;81;100;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;2103.54
1002634;VISTA DE LA CATEDRAL;"SAURA MIRA, FULGENCIO";01.01.1974;0;73;102;;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;601.01
1002635;ASTILLERO;"DIAZ BAUTISTA, ANTONIO";;0;64.5;52;;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;270.46
1002636;EN LA GALERIA DEL DOLMEN (DIPTICO);;01.01.1985;0;201.8;130;;PINTURA;TELA;ACRILICO;COMPOSICION;Alta patrimonial;;COMPRAVENTA;2404.05
1002637;RETRATO DE NI�A;"SEGURA CLEMENTE, MANUEL";;0;38;46;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;751.27
1002638;EL MERCADO DE CACHARROS;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002639;CONFERENCIANTES;DIAZ PADILLA;01.01.1971;0;162;130.5;;PINTURA;LIENZO;OLEO;GENERO;Adscrito patrimonial;SERVICIO REGIONAL DE EMPLEO Y FORMA;COMPRAVENTA;1803.04
