id_autor,id_usuario,titulo,fondo (cm),ancho (cm),alto (cm),tecnica,tipo,material_base,material_secundario,tematica
2243,3,TITULO DESCONOCIDO,0.0,105.5,130.0,DESCONOCIDA,PINTURA,TELA,ACRILICO,SIN DEFINIR
2243,3,TITULO DESCONOCIDO,0.0,130.0,130.0,DESCONOCIDA,PINTURA,TELA,ACRILICO,SIN DEFINIR
2081,3,TU MISMO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2104,3,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2124,1,PERRO,0.0,120.5,10.0,DESCONOCIDA,FOTOGRAFIA,PAPEL,OTROS,ALEGORICA
2244,1,MEMORIAL DOOR I,0.0,100.0,220.0,DESCONOCIDA,PINTURA,ALUMINIO,TECNICA MIXTA,SIN DEFINIR
2244,1,MEMORIAL DOOR II,0.0,100.0,220.0,DESCONOCIDA,PINTURA,METAL,TECNICA MIXTA,SIN DEFINIR
1632,3,PERSONAJE I,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
1632,1,PERSONAJE,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
1632,1,BA�ISTA,13.5,30.0,20.0,DESCONOCIDA,ESCULTURA,MARMOL,BARRO,FIGURATIVO
2098,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2098,1,(AMANECER) PAISAJE DEL MAR MENOR,0.0,81.0,65.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2098,1,MADONNA,73.0,92.0,0.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COMPOSICION
2091,1,PORSCHE 956 CON FIGURAS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2221,1,UNA CENA CON...,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2111,1,LA EDAD POSIBLE,0.0,97.0,129.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,SIN DEFINIR
1535,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2104,1,LA GACETA DEL ETNA,0.0,200.0,150.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COMPOSICION
2058,1,TITULO DESCONOCIDO,0.0,55.3,75.0,DESCONOCIDA,OBRA GRAFICA,PAPEL,OTROS,SIN DEFINIR
1607,1,TITULO DESCONOCIDO,0.0,55.3,75.0,DESCONOCIDA,OBRA GRAFICA,PAPEL,OTROS,SIMBOLICO
2225,1,TITULO DESCONOCIDO,0.0,75.0,54.5,DESCONOCIDA,OBRA GRAFICA,PAPEL,,SIN DEFINIR
1573,1,BODEGON,0.0,66.0,44.0,DESCONOCIDA,PINTURA,PAPEL,PASTEL,BODEGON
2079,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1535,1,TITULO DESCONOCIDO,0.0,37.55,53.5,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2246,1,PUERTO LUMBRERAS,0.0,72.0,64.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2247,1,PAISAJE URBANO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1647,1,GRABADO SIGLO XIX,0.0,0.0,0.0,DESCONOCIDA,GRABADO,,,SIN DEFINIR
1737,1,EL COSMOS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1737,1,TITULO DESCONOCIDO,0.0,22.0,123.0,DESCONOCIDA,ESCULTURA,MARMOL,BRONCE,SIN DEFINIR
1535,1,TITULO DESCONOCIDO,22.0,35.0,30.0,DESCONOCIDA,PINTURA,ESCAYOLA,,FIGURATIVO
2085,1,TAXIDERMIA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2113,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1738,1,TITULO DESCONOCIDO,0.0,221.5,146.0,DESCONOCIDA,PINTURA,MADERA,OTROS,COMPOSICION
2250,1,PUENTE VIEJO,0.0,30.5,24.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,COSTUMBRISMO
2250,1,LA CATEDRAL VISTA DESDE EL MALECON,0.0,30.0,24.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,COSTUMBRISMO
2250,1,LA RUEDA,0.0,34.0,44.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,SIN DEFINIR
2250,1,VIRGEN DE LOS PELIGROS,0.0,32.0,40.0,DESCONOCIDA,PINTURA,PAPEL,TINTA,COSTUMBRISMO
2050,1,COBIJO,24.0,20.0,30.0,DESCONOCIDA,PINTURA,PIEDRA,BRONCE,FIGURATIVO
2050,1,PAISAJE DE INVIERNO,0.0,68.0,48.5,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2104,1,EL SOL EN CENTRAL PARK STOUTH,0.0,14.5,62.5,DESCONOCIDA,PINTURA,MADERA,ACRILICO,SIN DEFINIR
2091,1,MOTOR PORSCHE 928,0.0,192.0,164.0,DESCONOCIDA,PINTURA,ACUARELA,CARBONCILLO,SIN DEFINIR
2124,1,BRUJA II (GOLPE FISICO),0.0,203.0,156.0,DESCONOCIDA,FOTOGRAFIA,PAPEL,OTROS,SIN DEFINIR
2081,1,TITULO DESCONOCIDO,0.0,260.0,195.0,DESCONOCIDA,PINTURA,LIENZO,OTROS,PAISAJE
2099,1,TITULO DESCONOCIDO,0.0,64.0,24.0,DESCONOCIDA,PINTURA,PAPEL,TECNICA MIXTA,SIN DEFINIR
2099,1,TITULO DESCONOCIDO,0.0,64.0,24.0,DESCONOCIDA,PINTURA,PAPEL,TECNICA MIXTA,SIN DEFINIR
2099,1,TITULO DESCONOCIDO,0.0,65.0,24.0,DESCONOCIDA,PINTURA,PAPEL,TECNICA MIXTA,SIN DEFINIR
2224,3,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2224,1,TITULO DESCONOCIDO,0.0,56.0,42.0,DESCONOCIDA,FOTOGRAFIA,PAPEL,OTROS,RETRATO
2224,1,TITULO DESCONOCIDO,0.0,56.0,42.0,DESCONOCIDA,FOTOGRAFIA,PAPEL,OTROS,RETRATO
2224,3,LA CASA DE LA CALLE 10,0.0,25.0,18.0,DESCONOCIDA,PINTURA,PAPEL,OTROS,COSTUMBRISMO
2224,1,TITULO DESCONOCIDO,0.0,56.5,42.0,DESCONOCIDA,FOTOGRAFIA,PAPEL,OTROS,RETRATO
2224,3,DESAYUNO EN LA CALLE 10,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2251,1,VIDA D� INES DE CASTRO (13-FEBRERO-1863),0.0,0.0,0.0,DESCONOCIDA,TAPIZ,,,SIN DEFINIR
2251,1,VIDA DE D� INES DE CASTRO (21-DIC.-1863),0.0,0.0,0.0,DESCONOCIDA,TAPIZ,,,SIN DEFINIR
2098,1,ANGELES,0.0,73.0,92.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,FIGURATIVO
2098,1,MAR MENOR,0.0,81.0,65.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2252,1,COSTURERAS II,0.0,24.0,32.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,COSTUMBRISMO
2098,1,NOCTURNO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2098,1,CABO DE PALOS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2253,1,BALNEARIO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2247,1,DESGUACE,0.0,0.0,0.0,DESCONOCIDA,GRABADO,,,SIN DEFINIR
2098,1,MAR MENOR,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1535,1,BANCO S. XVII,0.0,0.0,0.0,DESCONOCIDA,MUEBLE ARTISTICO,,,SIN DEFINIR
1535,1,SILLON DE ROBLE S. XIX,0.0,0.0,0.0,DESCONOCIDA,MUEBLE ARTISTICO,,,SIN DEFINIR
1535,1,SILLON S. XIX,0.0,0.0,0.0,DESCONOCIDA,MUEBLE ARTISTICO,,,SIN DEFINIR
1535,1,ENTREDOS 1661 Y 1707,0.0,0.0,0.0,DESCONOCIDA,MUEBLE ARTISTICO,,,SIN DEFINIR
1535,1,JOVEN CON TURBANTE,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1535,1,ESCENA MILITAR S. XVIII (GRABADO),0.0,0.0,0.0,DESCONOCIDA,GRABADO,,,SIN DEFINIR
1535,1,ESCENA FAMILIAR (GRABADO),0.0,0.0,0.0,DESCONOCIDA,GRABADO,,,SIN DEFINIR
2051,1,TITULO DESCONOCIDO,0.0,212.0,246.0,DESCONOCIDA,MOSAICO,,MARMOL,COMPOSICION
1743,3,PAISAJE,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2090,1,AUTORETRATO - REVERSO DE ARLEQUIN,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2253,1,PAISAJE,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1535,1,TITULO DESCONOCIDO,0.0,41.0,55.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
1535,1,TITULO DESCONOCIDO,0.0,41.0,55.0,DESCONOCIDA,PINTURA,OLEO,LIENZO,RETRATO
1535,1,BANCO DE MADERA DE ROBLE SIGLO XVII,0.0,0.0,0.0,DESCONOCIDA,MUEBLE ARTISTICO,,,SIN DEFINIR
1535,1,BANCO DE MADERA DE ROBLE SIGLO XVIII,0.0,0.0,0.0,DESCONOCIDA,MUEBLE ARTISTICO,,,SIN DEFINIR
2105,1,HOMENAJE A TIZIANO DE LA PRIMERA EPOCA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2105,1,"HOMENAJE A PICASSO ""LA SALCHICHONA""",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2105,1,EL ABANICO ROJO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2105,1,HOMENAJE A LA NOVIA JUDIA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2105,1,LOS JAZMINES SOBRE EL PIANO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2105,1,HOMENAJE A VINCENT,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2068,1,EL MAR,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1744,1,ESTUDIOS CON PAN DE ORO EN GEOMET.III,0.0,47.0,64.0,DESCONOCIDA,PINTURA,PAPEL,OTROS,SIN DEFINIR
1744,1,ESTUDIOS CON PAN DE ORO EN GEOMET.IV,0.0,47.0,64.0,DESCONOCIDA,PINTURA,PAPEL,OTROS,SIN DEFINIR
2068,1,TIERRAS DE MURCIA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1745,1,EL DESCANSO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2136,1,MUJER,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1573,1,CHARCAS DE SAN PEDRO DEL PINATAR,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2257,1,TITULO DESCONOCIDO,0.0,130.0,195.0,DESCONOCIDA,PINTURA,LIENZO,OTROS,SIN DEFINIR
1747,1,MUJER CON NI�OZ Y PERROS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1535,1,ESCENA DE PESCADORES,0.0,54.0,63.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,SIN DEFINIR
1535,1,DONA DE MULAS EN EL ALHAMABRA PALACE,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1535,1,ESCENA BIBLICA CON MOISES,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1535,1,LUISA MILLER,0.0,0.0,0.0,DESCONOCIDA,GRABADO,,,SIN DEFINIR
2259,1,RIGOLETTO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2082,1,LA MANGA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2115,1,ARMADIO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2115,1,CUERPOS: FIGURA DISTESA IN ROSSO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1749,1,RECUERDO A LA LOCOMOTORA DE VAPOR,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2251,1,VIDA D� INES DE CASTRO (23-MARZO-1863),0.0,0.0,0.0,DESCONOCIDA,TAPIZ,,,SIN DEFINIR
1750,1,CAJA CON PATAS TORCIDAS PARA SERPENTINA,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
2262,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
2113,1,ESFINGE,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2244,1,LO MECANICO EN LA NATURALEZA,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
2085,1,PAISAJE ANEGADO,0.0,195.0,103.0,DESCONOCIDA,PINTURA,,TECNICA MIXTA,COMPOSICION
2263,1,UN DOMINGO,0.0,195.0,130.0,DESCONOCIDA,PINTURA,LIENZO,OTROS,PAISAJE
1753,1,TITULO DESCONOCIDO,0.0,199.5,179.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2118,1,GLOSARIO 1,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2265,3,TODO FLUYE,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2266,1,CAUCHO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1756,1,PISCINA SIN PALMERAS PERO CON SIMBOLO CA,0.0,260.0,1915.0,DESCONOCIDA,PINTURA,LIENZO,OTROS,FIGURATIVO
1757,1,TITULO DESCONOCIDO,0.0,72.5,55.0,DESCONOCIDA,PINTURA,MADERA,TECNICA MIXTA,PAISAJE
2269,1,O-I-R-I-S (DADIVA),0.0,200.0,190.0,DESCONOCIDA,PINTURA,,OTROS,SIN DEFINIR
2105,1,"II HOMENAJE A REMBRANDT ""DIBUJO Y COPA""",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2105,1,III HOMENAJE A MURILLO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2105,1,MANO DE MARIANA DE AUSTRIA DETRAS DE COP,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2105,1,HOMENAJE A UN DIBUJO DE TIZIANO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2105,1,BOCETO PARA UN HOMENAJE A CARPACCIO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2204,1,AMELE-4 (GOLPE DE FUERZA),0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1535,1,LA ISLA DE SANTA ELENA DURANTE LA CAMPA�,0.0,0.0,0.0,DESCONOCIDA,GRABADO,,,SIN DEFINIR
1535,1,EL CABO DE BUENA ESPERANZA,0.0,0.0,0.0,DESCONOCIDA,GRABADO,,,SIN DEFINIR
1535,1,PERSPECTIVA DE LA PLAZA REAL DE BURDEOS,0.0,0.0,0.0,DESCONOCIDA,GRABADO,,,SIN DEFINIR
2117,1,DENTRO Y FUERA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2119,1,BEREBER,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2091,1,VENTANA CON MANZANA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2270,1,CRISTO YACENTE,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
2079,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1535,1,ARCON DE MADERA DE ROBLE S. XVIII,0.0,0.0,0.0,DESCONOCIDA,MUEBLE ARTISTICO,,,SIN DEFINIR
2082,1,RETRATO DE D. CARLOS COLLADO MENA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2082,1,RETRATO DE D. CARLOS COLLADO MENA,0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
1535,1,SAN ISIDRO (RETABLO DEL SACRAMENTO),25.0,40.0,68.0,DESCONOCIDA,ESCULTURA,MADERA,ESTOFADO,RELIGIOSA
1535,1,SAN JUAN (RETABLO MAYOR),35.0,50.0,90.0,DESCONOCIDA,ESCULTURA,MADERA,ESTOFADO,RELIGIOSA
2271,1,LA PRIMERA VEZ QUE OLI LA ROSA,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
2271,1,CATORCE A�OS,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
2246,1,PAISAJE DE LAS MINAS DE LA UNION,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1761,3,EL RELEVO,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
2273,1,MENDIGO CON GUITARRA,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
2274,1,NI�OS HUERTANOS,0.0,41.0,33.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2237,1,PROCESION DEL DOMINGO DE RESURRECCI�N,0.0,36.5,56.5,DESCONOCIDA,PINTURA,TELA,ACRILICO,COSTUMBRISMO
2093,1,BALNEARIO DEL MAR MENOR,0.0,47.5,58.5,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2275,1,VISTA DE UNA CALLE DE CARTGAGENA,0.0,35.0,50.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2053,1,TITULO DESCONOCIDO,0.0,33.5,24.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2050,1,NOCHE DE CARNAVAL,0.0,130.5,91.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
1535,1,ARCON DE MADERA DE ROBLE CIRCA 1760,49.5,121.0,77.0,DESCONOCIDA,MUEBLE ARTISTICO,,,SIN DEFINIR
2105,1,HOMENAJE A TIZIANO,0.0,67.0,55.0,DESCONOCIDA,PINTURA,PAPEL,GOUACHE,COMPOSICION
2204,1,AMELE-1 (GOLPE DE FUERZA),0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2204,1,AMELE-2 (GOLPE DE FUERZA),0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2204,1,AMELE-3 (GOLPE DE FUERZA),0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2083,1,DESNUDOS,0.0,2.1,200.0,DESCONOCIDA,PINTURA,LIENZO,OTROS,SIN DEFINIR
2276,1,PINTOR DE CAPRI,0.0,258.0,110.0,DESCONOCIDA,PINTURA,TELA,OTROS,GENERO
2277,1,NUDO EN EL PAISAJE,0.0,152.5,206.0,DESCONOCIDA,PINTURA,,OTROS,SIN DEFINIR
2278,1,ANTIMAGNETIC,0.0,100.0,100.0,DESCONOCIDA,PINTURA,MADERA,OLEO,EXPRESIONISMO
2279,1,CASA ROMANA,0.0,1.95,1.91,DESCONOCIDA,PINTURA,LIENZO,OLEO,FIGURATIVO
1769,4,MULLER E PLANTA,0.0,300.0,230.0,DESCONOCIDA,PINTURA,TELA,OTROS,FIGURATIVO
1770,1,SU CASA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,TELA,,SIN DEFINIR
2282,1,TITULO DESCONOCIDO,0.0,205.0,263.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,SIN DEFINIR
2283,1,MONTEGLORIA MONTEAMBICION,0.0,250.0,200.0,DESCONOCIDA,PINTURA,LIENZO,OTROS,SIN DEFINIR
2284,1,TITULO DESCONOCIDO,0.0,322.0,96.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2069,1,YA SABE SU MENSAJE,0.0,54.0,65.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2246,1,CAMPOS DE MAZARRON,0.0,64.0,50.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2068,1,PAISAJE,0.0,100.0,81.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
1744,1,ESTUDIOS CON PAN DE ORO EN GEOMETRIZAC.,0.0,40.0,60.0,DESCONOCIDA,PINTURA,PAPEL,OTROS,SIN DEFINIR
1744,1,ESTUDIOS CON PAN DE ORO EN GEOMETR.II,0.0,41.5,59.5,DESCONOCIDA,PINTURA,PAPEL,OTROS,SIN DEFINIR
2247,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2247,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2050,1,NI�A SENTADA CON MU�ECA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2093,1,BALNEARIO DEL MAR MENOR,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2113,1,SILLA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2285,1,"WIND, RAIN AND FIRE (VIENTO, LLUVIA ...",0.0,458.0,113.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,SIN DEFINIR
2115,1,INTORNO AL CHIOSTRO VERDE DI PAOLO UCELL,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2056,1,AUTORRETRATO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2286,1,DOS HERMANAS,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
2287,1,COMPOSICION,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
2287,1,COMPOSICION,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
2288,1,SEGADORA,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
2289,1,ANGEL,100.0,80.0,115.0,DESCONOCIDA,IMAGINERIA,MADERA,TEMPLE,RELIGIOSA
2289,1,ANGEL,100.0,80.0,115.0,DESCONOCIDA,IMAGINERIA,MADERA,ESTOFADO,RELIGIOSA
1779,1,SAN JOSE,55.0,60.0,132.0,DESCONOCIDA,IMAGINERIA,MADERA,TEMPLE,RELIGIOSA
1779,1,SAN JOAQUIN,55.0,65.0,140.0,DESCONOCIDA,IMAGINERIA,MADERA,TEMPLE,RELIGIOSA
2291,1,EL SALTO,106.0,152.0,174.0,DESCONOCIDA,ESCULTURA,,OTROS,FIGURATIVO
2291,1,FIGURA,95.5,38.5,70.0,DESCONOCIDA,ESCULTURA,,OTROS,FIGURATIVO
2291,1,MUJER RECOSTADA,87.0,120.0,78.0,DESCONOCIDA,ESCULTURA,,,FIGURATIVO
1781,1,JOSE ANTONIO PRIMO DE RIVERA,0.0,22.0,40.0,DESCONOCIDA,ESCULTURA,,BRONCE,RETRATO
2293,1,RETABLO DEL CRISTO YACENTE,0.0,0.0,0.0,DESCONOCIDA,IMAGINERIA,YESO,OTROS,RELIGIOSA
2294,5,NI�OS JUGANDO,120.0,75.0,125.0,DESCONOCIDA,ESCULTURA,,BRONCE,COMPOSICION
2294,1,SAN JUAN,0.0,0.0,0.0,DESCONOCIDA,IMAGINERIA,,,SIN DEFINIR
2295,1,CABEZA,7.0,22.0,24.0,DESCONOCIDA,ESCULTURA,,,FIGURATIVO
2294,1,MONUMENTO A LOS CAIDOS ACADEM. G. AIRE,10.12,25.0,66.0,DESCONOCIDA,ESCULTURA,,BRONCE,FIGURATIVO
2295,1,CABEZA,0.0,21.0,38.0,DESCONOCIDA,ESCULTURA,,,FIGURATIVO
1785,1,DESNUDO FEMENINO,34.0,29.0,107.0,DESCONOCIDA,ESCULTURA,,,DESNUDO
2083,1,COMPOSICION REACCION,0.0,150.0,120.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,FIGURATIVO
2083,1,COMPOSICION,0.0,114.0,146.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,FIGURATIVO
1786,1,FLORERO,0.0,59.0,72.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COMPOSICION
2298,1,MUJER CONTORSIONADA,20.0,43.0,31.0,DESCONOCIDA,ESCULTURA,,PIEDRA,COMPOSICION
2298,1,JOVEN ARRODILLADA,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
2056,1,EL CABRERO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2054,1,DON ROMAN ALBERCA,31.0,29.0,35.0,DESCONOCIDA,ESCULTURA,BRONCE,,RETRATO
2054,1,MUJER MEDITERRANEA,58.0,36.0,149.0,DESCONOCIDA,ESCULTURA,,BRONCE,FIGURATIVO
2056,1,EL CRIMEN DE CUENCA EN LA PLAZA VIEJA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2054,1,FIGURA FEMENINA SENTADA,17.5,17.0,38.0,DESCONOCIDA,ESCULTURA,BARRO,,FIGURATIVO
2299,1,ISABEL DE ARAGON,0.0,50.0,50.0,DESCONOCIDA,ESCULTURA,,ESCAYOLA,RETRATO
2299,1,FIGURA ALEGORICA,34.0,50.0,156.0,DESCONOCIDA,ESCULTURA,BRONCE,ESCAYOLA,ALEGORICA
1789,1,SAN JOSE,60.0,100.0,160.0,DESCONOCIDA,ESCULTURA,,PIEDRA,RELIGIOSA
1789,1,SAN FULGENCIO,60.0,100.0,160.0,DESCONOCIDA,ESCULTURA,,PIEDRA,RELIGIOSA
1789,1,SAN ISIDORO,60.0,100.0,160.0,DESCONOCIDA,ESCULTURA,,PIEDRA,RELIGIOSA
1789,1,SAN LEANDRO,60.0,100.0,160.0,DESCONOCIDA,ESCULTURA,,PIEDRA,RELIGIOSA
1789,1,SANTA FLORENTINA,60.0,100.0,160.0,DESCONOCIDA,ESCULTURA,,PIEDRA,RELIGIOSA
1789,1,SAN BERNARDO,60.0,100.0,160.0,DESCONOCIDA,ESCULTURA,,PIEDRA,RELIGIOSA
2301,1,CABEZA DE NI�O,23.0,21.0,34.0,DESCONOCIDA,ESCULTURA,BRONCE,,RETRATO
2301,1,CABEZA DE MUJER,22.0,22.0,40.0,DESCONOCIDA,ESCULTURA,BRONCE,,FIGURATIVO
2301,1,NI�OS,45.0,35.0,105.0,DESCONOCIDA,ESCULTURA,ESCAYOLA,,SIN DEFINIR
2302,1,NI�A CON PALOMA,32.0,60.0,128.0,DESCONOCIDA,ESCULTURA,PIEDRA,,FIGURATIVO
2302,1,DOS NI�AS,8.0,27.0,40.0,DESCONOCIDA,ESCULTURA,BRONCE,,FIGURATIVO
