id_autor,id_usuario,titulo,fondo (cm),ancho (cm),alto (cm),tecnica,tipo,material_base,material_secundario,tematica
2056,1,EL TRUQUE EN LA VERONICA,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2377,1,COMPOSICION,0.0,225.0,150.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,SIN DEFINIR
2237,1,DESFILES DE LORCA,0.0,54.0,45.0,DESCONOCIDA,PINTURA,TABLEX,ACRILICO,COSTUMBRISMO
2056,1,EL DESPERFOLLO,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
1867,1,COMPOSICION (SUE�O),0.0,179.0,128.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,FIGURATIVO
2056,1,LOS REYES EN UN PUEBLO DE LA HUERTA,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2379,1,VISTA DE PARIS,0.0,37.0,46.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
2380,1,NI�A DEL CABRITO,0.0,65.5,119.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2069,1,MUJERES SENTADAS,0.0,41.0,28.5,DESCONOCIDA,PINTURA,PAPEL,TINTA,GENERO
2069,1,ANGELES MUSICOS,0.0,72.0,91.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RELIGIOSA
2107,1,INTERIOR,0.0,33.0,41.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,INTERIOR
2107,1,BODEGON,0.0,28.5,39.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,BODEGON
2305,1,BODEGON,0.0,65.0,54.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,BODEGON
2053,1,PAISAJE URBANO,0.0,81.0,65.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2053,1,JARDIN BOTANICO,0.0,47.0,61.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2056,1,REUNION DE NAZARENOS,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2113,1,EL ORO RESPLANDECE EN DRIENTE,0.0,114.0,145.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,SIN DEFINIR
1870,1,LAGUNA,0.0,77.0,60.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
1535,1,CABALLERO LEYENDO,0.0,46.0,64.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
1870,1,TEJADOS,0.0,54.0,49.0,DESCONOCIDA,PINTURA,PAPEL,TINTA,PAISAJE
2056,1,LA DILIGENCIA EN STA.CATALINA 1897-1967,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
1871,1,PLAZA DE LA MADELEINE,0.0,73.0,50.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
1872,1,PRESENTIMIENTO,0.0,394.0,110.0,DESCONOCIDA,PINTURA,PAPEL,OTROS,COMPOSICION
2135,1,COMPOSICION ABSTRACTA,0.0,99.0,72.5,DESCONOCIDA,PINTURA,LIENZO,ACRILICO,SIN DEFINIR
2135,1,HOMBRE CON PIPA,0.0,77.0,107.0,DESCONOCIDA,PINTURA,OTROS,OLEO,FIGURATIVO
2384,3,IGLESIA DE SAN ESTEBAN,0.0,16.5,22.0,DESCONOCIDA,PINTURA,PAPEL,TINTA,PAISAJE
2056,1,EL ENTIERRO DE LA SARDINA,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2385,1,MARINA,0.0,60.0,49.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2384,3,CASTILLO DE CARAVACA,0.0,22.0,17.0,DESCONOCIDA,PINTURA,PAPEL,TINTA,PAISAJE
2056,1,EL MERCADO VIEJO,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2386,1,INTERVALO,0.0,80.0,99.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,INTERIOR
2072,1,ARBOLES,0.0,26.0,41.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2056,1,LAS CORRELATIVAS,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2072,1,CASAS,0.0,65.0,50.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2387,1,VISTA URBANA CON IGLESIA,0.0,56.0,43.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
1862,3,CASERIO,0.0,37.0,45.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2387,1,PORTICO,0.0,62.0,49.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2056,1,VISTA DE PARIS,0.0,73.2,61.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
1877,1,ALEGORIA SOBRE JORNADAS DE FRUTOS Y RECU,0.0,29.0,38.0,DESCONOCIDA,PINTURA,,,ALEGORICA
2056,1,FIESTA SAN ANTON,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2056,1,LA MATANZA COTIDIANA DEL CERDO,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2389,1,MUJERES HABLANDO,0.0,60.5,73.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,INTERIOR
2093,1,PAISAJE MARITIMO,0.0,45.5,30.5,DESCONOCIDA,PINTURA,PAPEL,TINTA,PAISAJE
2389,1,BODEGON,0.0,50.0,66.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,BODEGON
1877,1,MENDIGO,0.0,60.0,73.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,GENERO
1877,1,CONVERSACION 1980,0.0,64.0,81.0,DESCONOCIDA,PINTURA,LIENZO,ACRILICO,FIGURATIVO
2390,1,VISTA DE BENICARLO,0.0,58.5,46.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2390,1,BODEGON DE CAZA,0.0,65.0,47.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,BODEGON
2391,1,PAISAJE,0.0,35.0,27.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2058,1,BRAZO,0.0,90.0,63.0,DESCONOCIDA,PINTURA,PAPEL,OTROS,COMPOSICION
2052,7,ANTO�ITA,0.0,31.5,43.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2056,1,LA MATANZA COTIDIANA DEL CORDERO,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2052,1,PAISAJE 1928,0.0,42.0,32.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2056,1,LOS AUROROS,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
1881,1,BATALLA,0.0,49.0,35.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,HISTORICO
2056,1,LA FUENTE DE SANTA ISABEL,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2393,1,MA�ANA DE NIEBLA,0.0,65.0,50.0,DESCONOCIDA,PINTURA,OTROS,OLEO,PAISAJE
1881,1,BATALLA,0.0,49.0,35.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,HISTORICO
1535,1,FABRICA,0.0,48.0,36.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2056,1,EL MERCADO DE ANIMALES,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
1883,1,VIEJA,0.0,64.5,80.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2109,1,JOSE IBA�EZ MARTIN 1926-1930,0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2275,1,PAISAJE,0.0,60.0,80.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
1535,1,BODEGON CON FLORES Y FRUTOS,0.0,46.0,55.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,BODEGON
2275,3,"ALEDO, SIERRA DE TOTANA 1966",0.0,40.0,31.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2109,1,ANTONIO PASCUAL MURCIA 1931-1932,0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2109,1,ANGEL GUIRAO GIRADA 1930-1931,0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2395,1,PAISAJE,0.0,93.0,65.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
1885,1,PAISAJE DE LA ALHAMBRA,0.0,41.0,62.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2109,1,MARIANO GIRADA,0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2109,1,DIONISIO ALCAZAR GNZLEZ ZAMORANO 05/07,0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2109,1,PUESTO DE DATILES,0.0,25.0,20.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,COSTUMBRISMO
1535,1,SAN FRANCISCO DE ASIS,0.0,110.0,11165.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RELIGIOSA
2109,3,JARRAS DE BARRO,0.0,63.0,45.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,BODEGON
2109,1,RETRATO DE LA REINA SOFIA,0.0,31.0,43.5,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,RETRATO
1535,1,TENTACIONES DE SAN FRANCISCO DE BORJA,0.0,84.0,122.0,DESCONOCIDA,PINTURA,MADERA,OLEO,RELIGIOSA
2397,1,LA FUENSANTA,0.0,61.0,51.0,DESCONOCIDA,PINTURA,PAPEL,OLEO,PAISAJE
2109,1,PROCESION,0.0,21.0,26.0,DESCONOCIDA,PINTURA,OTROS,ACUARELA,COSTUMBRISMO
2109,1,PAISAJE DE LA LUZ,0.0,65.0,53.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
1887,1,BUSCANDO LA NOCHE,0.0,65.0,54.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,SIN DEFINIR
2399,1,BODEGON,0.0,70.0,49.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,SIN DEFINIR
2056,1,SAGRADA FAMILIA,0.0,64.5,59.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,RELIGIOSA
2056,1,PUEBLO,0.0,45.5,37.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2400,1,POLLUELOS,0.0,49.5,63.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2056,1,VISTA DE PARIS,0.0,60.0,50.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2401,1,MOLINILLO,0.0,54.0,72.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,FIGURATIVO
2402,1,BODEGON,0.0,90.0,72.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,BODEGON
1892,1,ADORACION DE LOS PASTORES,0.0,44.3,54.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,RELIGIOSA
2404,1,PAISAJE,0.0,32.0,45.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
1894,1,NAZARENO,0.0,37.0,64.0,DESCONOCIDA,PINTURA,PAPEL,TINTA,RELIGIOSA
1535,1,REGATAS,0.0,38.0,45.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,MARINA
2241,1,VIEJO AMIGO PINTOR ROMANO,0.0,240.0,98.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,EXPRESIONISMO
1892,1,SANTOS COSME Y DAMIAN,0.0,101.5,76.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RELIGIOSA
2389,1,VIEJO DEL BARRIO DE SAN JUAN,0.0,48.0,71.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
1535,1,PAISAJE RURAL,0.0,34.0,43.0,DESCONOCIDA,PINTURA,PAPEL,OLEO,PAISAJE
2109,1,VICENTE PEREZ CALLEJA 1896-1897,0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2109,1,LUIS CARRASCO GOMEZ 1940-1945,0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2109,1,AGUST�N VIRGILI QUINTANILLA 1949-1958,0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2406,1,VISPERAS SICILIANAS,0.0,95.0,61.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,GENERO
2109,1,CARLOS COLLADO,0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2109,1,VICENTE LL�VERA CODORN�U 1914-1917,0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2407,1,HOMENAJE AL SSR. LEDESMA Y SERRA,0.0,42.5,52.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,GENERO
2109,1,FRANCISCO MILLAN MUNUERA 1939-1940,0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2109,1,AGUST�N ESCRIBANO GUIXE 1919-1923,0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2407,1,FLORES,0.0,109.5,80.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,BODEGON
2109,1,LUIS PARDO FERNANDEZ,0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2408,1,PASTORA,0.0,79.0,166.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2109,1,ANTONIO CLEMARES VALERO 1917-1918,0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2275,1,VISTA DE LA CATEDRAL,0.0,73.0,102.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2067,1,ASTILLERO,0.0,64.5,52.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
1535,1,EN LA GALERIA DEL DOLMEN (DIPTICO),0.0,201.8,130.0,DESCONOCIDA,PINTURA,TELA,ACRILICO,COMPOSICION
2395,1,RETRATO DE NI�A,0.0,38.0,46.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2056,1,EL MERCADO DE CACHARROS,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
1898,4,CONFERENCIANTES,0.0,162.0,130.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,GENERO
2395,1,PAISAJE,0.0,83.0,60.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2395,7,RETRATO DE NI�A CON JAULA,0.0,64.0,80.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2056,1,EL CUIDO DEL GUSANO DE SEDA EN LA HUERTA,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
1535,1,ADORACION DE LA EUCARISTIA POR LOS ANGEL,0.0,103.5,139.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RELIGIOSA
2410,1,BARCO EN PUERTO,0.0,20.0,12.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,MARINA
2056,1,LA MURGA EN CARNAVAL,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2411,1,CAIDA,0.0,101.0,81.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,FIGURATIVO
2056,1,LOS LIMPIABOTAS EN LA TRAPERIA,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
1535,1,SANTO ATENDIENDO A UN MURIBUNDO,0.0,86.0,122.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RELIGIOSA
2056,1,LA PESCADERIA VIEJA,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2411,3,RETRATO DE JOVEN,0.0,38.0,46.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2056,1,LA FLORERAS DE SAN PEDRO,0.0,38.0,46.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2411,1,VISTA DE LA CATEDRAL,0.0,46.0,55.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2361,1,ANTE EL GRAN CAPITAL UNIDAD POPULAR,0.0,170.0,130.0,DESCONOCIDA,PINTURA,OTROS,OTROS,COMPOSICION
2412,1,PLAZA DE BELLUGA,0.0,58.5,91.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
1535,1,ALEGORIA A LA CONQUISTA DE MURCIA,0.0,210.0,270.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,ALEGORICA
1892,1,ADORACION DE LOS REYES,0.0,44.5,54.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,RELIGIOSA
2412,6,PAISAJE DE INVIERNO,0.0,50.0,65.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
2408,8,SECANDO LA HIJUELA,0.0,272.0,135.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
1902,4,BOLAS EN AZUL,0.0,65.0,81.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,FIGURATIVO
2275,1,INTERIOR CON MESA CAMILLA,0.0,32.0,37.0,DESCONOCIDA,PINTURA,OTROS,OLEO,GENERO
2344,1,CALLE DE MONTEAGUDO,0.0,42.0,31.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2275,1,DIA GRIS EN LA SIERRA,0.0,44.0,30.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
1535,1,PAISAJE CON RUINAS ANTIGUAS,0.0,190.0,140.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2275,1,PAISAJE,0.0,60.0,50.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2397,1,VISTA DE LA FUENSANTA,0.0,58.0,48.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2344,1,AUTORETRATO,0.0,33.5,41.8,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2056,1,VENTA DE LA HIJUELA EN EL CONTRASTE,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
1535,1,PAISAJE CON RUINAS ANTIGUAS,0.0,190.0,140.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2397,1,JARRON DE CRISANTEMOS,0.0,59.0,68.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,BODEGON
2344,1,RETRATO DE HOMBRE,0.0,38.0,52.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2056,1,EL BANDO DE LA HUERTA,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
1903,1,GENTE,0.0,40.5,44.0,DESCONOCIDA,PINTURA,OTROS,ACUARELA,FIGURATIVO
1535,1,PAISAJE CON ARBOLES Y RIO,0.0,61.0,47.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2397,1,PAISAJE DE LA FUENSANTA,0.0,34.5,47.0,DESCONOCIDA,PINTURA,OTROS,OLEO,PAISAJE
2056,1,EL ESQUILADOR,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2275,1,PAISAJE DE OTO�O,0.0,54.0,65.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2415,1,"L,ESCALA COSTA BRAVA",0.0,45.5,54.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
1535,1,VISTA DE PORTMAN,0.0,36.0,26.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2397,1,PINTOR Y MODELO,0.0,106.5,130.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,INTERIOR
2056,1,LOS BOLOS,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2416,1,JARRON CON FLORES,0.0,46.0,55.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,BODEGON
2417,1,CALLE DE FORNELLS (MENORCA),0.0,101.0,91.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
1576,1,MANZANAS,0.0,60.0,32.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,BODEGON
2202,1,COMPOSICION,0.0,150.0,122.0,DESCONOCIDA,PINTURA,OTROS,ACRILICO,SIN DEFINIR
1650,1,"FLORES, GOLONDRINA, HOMBRE",0.0,33.0,41.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,FIGURATIVO
1576,1,GRANADAS,0.0,45.0,38.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,BODEGON
2344,1,JARRON DE FLORES,0.0,49.0,60.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,BODEGON
2417,1,PAISAJE,0.0,126.5,111.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
1650,1,ODIO,0.0,46.0,53.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,SIMBOLICO
2417,1,RETRATO DE MUJER,0.0,35.0,45.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2368,1,BUSTO FEMENINO,0.0,50.0,61.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2368,1,PAISAJE,0.0,92.0,73.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2417,1,PAISAJE DEL SENA,0.0,55.0,45.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2368,1,MESA DE TRABAJO,0.0,170.0,122.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COMPOSICION
2417,1,SAN FRANCISCO,0.0,61.0,90.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RELIGIOSA
2344,1,CASAS VIEJAS,0.0,38.5,28.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2082,1,BODEGON,0.0,61.0,50.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,BODEGON
1908,1,PUEBLO LEVANTINO,0.0,70.0,50.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2082,1,VISTA DE PUEBLO,0.0,65.0,54.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2407,1,FLORES,0.0,92.0,56.7,DESCONOCIDA,PINTURA,LIENZO,OLEO,BODEGON
1909,1,BOLNUEVO CIUDAD ENCANTADA,0.0,33.0,28.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
1909,1,CASA JUNTO AL CALVARIO DE ALHAMA,0.0,45.0,36.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
2082,1,DUNAS,0.0,46.0,33.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2115,1,BODEGON CON RETRATO DE FAMILIA,0.0,60.0,67.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,BODEGON
1910,1,PLAZA DEL AYUNTAMIENTO DE YECLA,0.0,100.0,72.0,DESCONOCIDA,PINTURA,OLEO,LIENZO,PAISAJE
1535,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,METAL,,SIN DEFINIR
1911,1,MIERCOLES SANTO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,ACUARELA,SIN DEFINIR
2160,1,CAZA,0.0,98.0,73.0,DESCONOCIDA,PINTURA,OLEO,TABLEX,COSTUMBRISMO
2160,1,BODEGON CON PLANCHA,0.0,53.0,42.0,DESCONOCIDA,PINTURA,OLEO,TABLEX,SIN DEFINIR
2423,1,TITULO DESCONOCIDO,0.0,140.0,220.0,DESCONOCIDA,PINTURA,TELA,OLEO,SIN DEFINIR
2424,1,TITULO DESCONOCIDO,0.0,37.0,180.0,DESCONOCIDA,PINTURA,ACRILICO,TELA,FIGURATIVO
2425,1,CONFIANZA,0.0,220.0,165.0,DESCONOCIDA,FOTOGRAFIA,PAPEL,TABLERO AGLOMERADO/CONTRACHAP.,SIMBOLICO
2426,1,TITULO DESCONOCIDO,3.0,183.0,200.0,DESCONOCIDA,PINTURA,ACRILICO,LINO,SIN DEFINIR
2427,1,TITULO DESCONOCIDO,5.0,208.0,17.0,DESCONOCIDA,ESCULTURA,MADERA,ESCAYOLA,SIMBOLICO
1917,1,TITULO DESCONOCIDO,0.0,260.0,195.0,DESCONOCIDA,PINTURA,OLEO,TELA,COMPOSICION
2429,1,(L PESO DE LA VIDA,51.0,51.0,256.0,DESCONOCIDA,ESCULTURA,HIERRO,,EXPRESIONISMO
2430,1,CORONA DE AGUA,16.0,66.0,66.0,DESCONOCIDA,ESCULTURA,PIEDRA,PIEDRA,COMPOSICION
2153,1,FINAL DE UN OSCURO CAMINO,0.0,200.0,150.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,EXPRESIONISMO
2431,1,TITULO DESCONOCIDO,0.0,260.0,200.0,DESCONOCIDA,PINTURA,OTROS,,SIN DEFINIR
2319,1,TITULO DESCONOCIDO,0.0,82.0,110.0,DESCONOCIDA,FOTOGRAFIA,PAPEL,,INTERIOR
2432,1,EL VIAJERO ESTATICO,0.0,150.0,108.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,FIGURATIVO
2433,1,ME MIRAS TU MUNDO?,3.0,205.0,110.0,DESCONOCIDA,PINTURA,PAPEL,OTROS,FIGURATIVO
2434,1,TITULO DESCONOCIDO,0.0,0.0,300.0,DESCONOCIDA,ESCULTURA,MADERA,LEACRIL,SIMBOLICO
2435,1,D-DOLOR,5.0,47.0,145.0,DESCONOCIDA,ESCULTURA,,OTROS,FIGURATIVO
2436,1,SAN FELIX DE CANTALICIO,0.0,159.0,223.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,SIN DEFINIR
2436,1,SAN F. DE CANT. RECIBIENDO EL NI�O JESUS,0.0,154.0,225.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,SIN DEFINIR
2098,1,PAISAJE,0.0,80.0,99.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,SIN DEFINIR
2437,1,SALINAS DE SAN PEDRO DEL PINATAR,0.0,54.0,65.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2056,1,RETRATO DE SU HIJO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,GRABADO,,SIN DEFINIR
2056,1,RETRATO DE SU MUJER,0.0,19.0,26.0,DESCONOCIDA,PINTURA,OLEO,LIENZO,SIN DEFINIR
2056,1,CATEDRAL DE NOTRE-DAME,0.0,46.0,55.0,DESCONOCIDA,PINTURA,OLEO,LIENZO,SIN DEFINIR
2056,1,TORERO Y MAJA,0.0,46.0,55.0,DESCONOCIDA,PINTURA,OLEO,LIENZO,SIN DEFINIR
2056,1,VISTA DE UNA CALLE DE MADRID,0.0,32.0,37.0,DESCONOCIDA,PINTURA,OLEO,LIENZO,SIN DEFINIR
2438,1,PAISAJE DEL OISE,0.0,24.0,18.0,DESCONOCIDA,PINTURA,OLEO,TABLEX,SIN DEFINIR
